,id_text,id_forum,text,type,tagger,pasien,usia_pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi,clean_no_stopwords,remove_char,clean_stopwords
393,394,64,"Minum air putih yang cukup dan perbanyak mengkonsumsi makanan yang mengandung kaya antioksidan, seperti sayur, biji-bijian utuh, buah",a,a,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Minum air putih yang cukup dan perbanyak mengkonsumsi makanan yang mengandung kayak antioksidan, seperti sayur, biji-bijian utuh, buah",minum air putih yang cukup dan perbanyak mengkonsumsi makanan yang mengandung kayak antioksidan seperti sayur biji-bijian utuh buah,minum air putih perbanyak mengkonsumsi makanan mengandung kayak antioksidan sayur biji-bijian utuh buah
394,395,64,"Kurangi makan makanan yang mengandung tinggi garam, lemak trans, lemak jenuh, kolesterol, karbohidrat sederhana, dan makanan ultraproses",a,a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Kurangi makan makanan yang mengandung tinggi garam, lemak trans, lemak jenuh, kolesterol, karbohidrat sederhana, dan makanan ultraproses",kurangi makan makanan yang mengandung tinggi garam lemak trans lemak jenuh kolesterol karbohidrat sederhana dan makanan ultraproses,kurangi makan makanan mengandung garam lemak trans lemak jenuh kolesterol karbohidrat sederhana makanan ultraproses
395,396,64,"Olahraga teratur, setidaknya 30 menit setiap 1-2 hari sekali, dengan intensitas yang dinaikkan bertahap Jauhi rokok dan asapnya, alkohol, serta tidak sembarangan meminum obat dan herba",a,a,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"Olahraga teratur, setidaknya 30 menit setiap 1-2 hari sekali, dengan intensitas yang dinaikkan bertahap Jauhi rokok dan asapnya, alkohol, serta tidak sembarangan meminum obat dan herba",olahraga teratur setidaknya 30 menit setiap 1-2 hari sekali dengan intensitas yang dinaikkan bertahap jauhi rokok dan asapnya alkohol serta tidak sembarangan meminum obat dan herba,olahraga teratur 30 menit 1-2 intensitas dinaikkan bertahap jauhi rokok asapnya alkohol sembarangan meminum obat herba
396,397,64,Semoga membantu ya,a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Semoga membantu ya,semoga membantu ya,semoga membantu ya
397,398,65,"Dok, saya cewek umur 21 tahun, sy mudah sekali kaget. Ga bs dengar suara keras2. ",q,a,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Dok, saya cewek umur 21 tahun, saya mudah sekali kaget. Ga bisa dengar suara keras2.",dok saya cewek umur 21 tahun saya mudah sekali kaget ga bisa dengar suara keras2,dok cewek umur 21 mudah kaget ga dengar suara keras2
398,399,65,"kalo denger suara keras jadi ada perasaan khawatir,dada terasa sesak sprti tertimpa suatu benda,dada sering berdebar2 kencang, apakh itu gejala penyakit jantung? apa harus saya periksakan? tolong bantuannya ya dok, makasih sebelumnya",q,a,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"kalo dengar suara keras jadi ada perasaan khawatir,dada terasa sesak seperti tertimpa suatu benda,dada sering berdebar2 kencang, apakh itu gejala penyakit jantung? apa harus saya periksakan? tolong bantuannya ya dok, terima kasih sebelumnya",kalo dengar suara keras jadi ada perasaan khawatirdada terasa sesak seperti tertimpa suatu bendadada sering berdebar2 kencang apakh itu gejala penyakit jantung apa harus saya periksakan tolong bantuannya ya dok terima kasih sebelumnya,kalo dengar suara keras perasaan khawatirdada sesak tertimpa bendadada berdebar2 kencang apakh gejala penyakit jantung periksakan tolong bantuannya ya dok terima kasih
399,400,66,"Alo, terima kasih atas pertanyaannya untuk Alodokter, Kaget atau terkejut merupakan respon normal yang disebut ""fight or flight"" dari tubuh yang merupakan bentuk perlindungan diri terhadap sesuatu yang dapat mengancam nyawa",a,a,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Alo, terima kasih atas pertanyaannya untuk Alodokter, Kaget atau terkejut merupakan respon normal yang disebut ""fight orang flight"" dari tubuh yang merupakan bentuk perlindungan diri terhadap sesuatu yang dapat mengancam nyawa","alo terima kasih atas pertanyaannya untuk alodokter kaget atau terkejut merupakan respon normal yang disebut ""fight orang flight"" dari tubuh yang merupakan bentuk perlindungan diri terhadap sesuatu yang dapat mengancam nyawa","alo terima kasih pertanyaannya alodokter kaget terkejut respon normal ""fight orang flight"" tubuh bentuk perlindungan mengancam nyawa"
400,401,66,"Kondisi ini bisa saja dipengaruhi oleh faktor genetik atau keturunan, ataupun karena gangguan kecemasan, gangguan panik, atau overthinking yang sedang anda alami saat ini",a,a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Kondisi ini bisa saja dipengaruhi oleh faktor genetik atau keturunan, ataupun karena gangguan kecemasan, gangguan panik, atau overthinking yang sedang anda alami saat ini",kondisi ini bisa saja dipengaruhi oleh faktor genetik atau keturunan ataupun karena gangguan kecemasan gangguan panik atau overthinking yang sedang anda alami saat ini,kondisi dipengaruhi faktor genetik keturunan gangguan kecemasan gangguan panik overthinking alami
401,402,66,"Kondisi tersebut belum tentu mengarah kepada penyakit jantung, terutama jika anda hanya mengalami jantung berdebar saat kaget, dimana hal tersebut masih normal terjadi dan dialami oleh kebanyakan orang",a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kondisi tersebut belum tentu mengarah kepada penyakit jantung, terutama jika anda hanya mengalami jantung berdebar saat kaget, dimana hal tersebut masih normal terjadi dan dialami oleh kebanyakan orang",kondisi tersebut belum tentu mengarah kepada penyakit jantung terutama jika anda hanya mengalami jantung berdebar saat kaget dimana hal tersebut masih normal terjadi dan dialami oleh kebanyakan orang,kondisi mengarah penyakit jantung mengalami jantung berdebar kaget dimana normal dialami kebanyakan orang
402,403,66,"Respon mudah kaget yang anda alami sebenarnya tidak berbahaya, karena memang seseorang bisa saja memiliki sensitivitas yang lebih tinggi terhadap rangsangan indra tertentu",a,a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Respon mudah kaget yang anda alami sebenarnya tidak berbahaya, karena memang seseorang bisa saja memiliki sensitivitas yang lebih tinggi terhadap rangsangan indra tertentu",respon mudah kaget yang anda alami sebenarnya tidak berbahaya karena memang seseorang bisa saja memiliki sensitivitas yang lebih tinggi terhadap rangsangan indra tertentu,respon mudah kaget alami berbahaya memiliki sensitivitas rangsangan indra
403,404,66,"Namun, jika hal tersebut membuat anda tidak nyaman, maka anda dapat mencoba mengatasinya dengan berkonsultasi lebih lanjut dengan psikolog, agar dapat diajarkan cara untuk menenangkan diri saat mengalami respon kaget",a,a,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Namun, jika hal tersebut membuat anda tidak nyaman, maka anda dapat mencoba mengatasinya dengan berkonsultasi lebih lanjut dengan psikolog, agar dapat diajarkan cara untuk menenangkan diri saat mengalami respon kaget",namun jika hal tersebut membuat anda tidak nyaman maka anda dapat mencoba mengatasinya dengan berkonsultasi lebih lanjut dengan psikolog agar dapat diajarkan cara untuk menenangkan diri saat mengalami respon kaget,nyaman mencoba mengatasinya berkonsultasi psikolog diajarkan menenangkan mengalami respon kaget
404,405,66,"Sementara ini anda perlu melatih pikiran anda untuk mengubah hal negatif menjadi positif, komunikasikan kondisi anda pada orang sekitar untuk tidak membuat anda menjadi sering kaget, selalu berusaha mempersiapkan diri akan suatu hal yang terjadi terutama pada saat di ruang terbuka atau di keramaian, serta tuliskan hal yang dapat membuat anda kaget, sehingga dapat mencegah anda untuk berpikir berlebihan terhadap sesuatu hal yang memicu respon kaget anda tersebut",a,a,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Sementara ini anda perlu melatih pikiran anda untuk mengubah hal negatif menjadi positif, komunikasikan kondisi anda pada orang sekitar untuk tidak membuat anda menjadi sering kaget, selalu berusaha mempersiapkan diri akan suatu hal yang terjadi terutama pada saat di ruang terbuka atau di keramaian, serta tuliskan hal yang dapat membuat anda kaget, sehingga dapat mencegah anda untuk berpikir berlebihan terhadap sesuatu hal yang memicu respon kaget anda tersebut",sementara ini anda perlu melatih pikiran anda untuk mengubah hal negatif menjadi positif komunikasikan kondisi anda pada orang sekitar untuk tidak membuat anda menjadi sering kaget selalu berusaha mempersiapkan diri akan suatu hal yang terjadi terutama pada saat di ruang terbuka atau di keramaian serta tuliskan hal yang dapat membuat anda kaget sehingga dapat mencegah anda untuk berpikir berlebihan terhadap sesuatu hal yang memicu respon kaget anda tersebut,melatih pikiran mengubah negatif positif komunikasikan kondisi orang kaget berusaha ruang terbuka keramaian tuliskan kaget mencegah berpikir memicu respon kaget
405,406,66,"Demikian yang dapat kami sampaikan, semoga bermanfaat",a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Demikian yang dapat kami sampaikan, semoga bermanfaat",demikian yang dapat kami sampaikan semoga bermanfaat,semoga bermanfaat
406,407,66,Terima kasih,a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Terima kasih,terima kasih,terima kasih
407,408,67,Permisi dokter. Saya pria berumur 26 tahun dan bekerja di kantor hampir duduk terus setiap harinya,q,a,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Permisi dokter. Saya pria berumur 26 tahun dan bekerja di kantor hampir duduk terus setiap harinya,permisi dokter saya pria berumur 26 tahun dan bekerja di kantor hampir duduk terus setiap harinya,permisi dokter pria berumur 26 kantor duduk harinya
408,409,67,"Saya mau tanya dok, kenapa kadang dada kiri/jantung saya itu sakit banget seperti tertusuk ya dok? penyakit ini sakitnya cuman bertahan sampai beberapa detik aja dok, cuman kadang kambuh lagi",q,a,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Saya mau tanya dok, kenapa kadang dada kiri/jantung saya itu sakit banget seperti tertusuk ya dok? penyakit ini sakitnya cuman bertahan sampai beberapa detik saja dok, cuman kadang kambuh lagi",saya mau tanya dok kenapa kadang dada kirijantung saya itu sakit banget seperti tertusuk ya dok penyakit ini sakitnya cuman bertahan sampai beberapa detik saja dok cuman kadang kambuh lagi,dok kadang dada kirijantung sakit banget tertusuk ya dok penyakit sakitnya cuman bertahan detik dok cuman kadang kambuh
409,410,67,"kadang juga dada saya terasa panas, saya tidak punya maag dok, jadi kenapa ya dok dada kiri saya ini kadang sakit kaya ditusuk jarum gitu?",q,a,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"kadang juga dada saya terasa panas, saya tidak punya maag dok, jadi kenapa ya dok dada kiri saya ini kadang sakit kayak ditusuk jarum gitu?",kadang juga dada saya terasa panas saya tidak punya maag dok jadi kenapa ya dok dada kiri saya ini kadang sakit kayak ditusuk jarum gitu,kadang dada panas maag dok ya dok dada kiri kadang sakit kayak ditusuk jarum gitu
410,411,68,"Alo, terima kasih atas pertanyaannya untuk Alodokter, Nyeri dada sebelah kiri dapat disebabkan oleh banyak kemungkinan penyebab seperti serangan jantung, angina, GERD atau sakit maag, gangguan saluran napas, riwayat cedera, muscle strain atau kram otot dada, ataupun karena kondisi psikis seperti stres maupun ganggunan psikosomatik",a,a,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,"Alo, terima kasih atas pertanyaannya untuk Alodokter, Nyeri dada sebelah kiri dapat disebabkan oleh banyak kemungkinan penyebab seperti serangan jantung, angina, GERD atau sakit maag, gangguan saluran napas, riwayat cedera, muscle strain atau kram otot dada, ataupun karena kondisi psikis seperti stres maupun ganggunan psikosomatik",alo terima kasih atas pertanyaannya untuk alodokter nyeri dada sebelah kiri dapat disebabkan oleh banyak kemungkinan penyebab seperti serangan jantung angina gerd atau sakit maag gangguan saluran napas riwayat cedera muscle strain atau kram otot dada ataupun karena kondisi psikis seperti stres maupun ganggunan psikosomatik,alo terima kasih pertanyaannya alodokter nyeri dada sebelah kiri disebabkan penyebab serangan jantung angina gerd sakit maag gangguan saluran napas riwayat cedera muscle strain kram otot dada kondisi psikis stres ganggunan psikosomatik
411,412,68,"Umumnya nyeri dada kiri yang merupakan tanda gawat darurat, jika disertai dada yang terasa tertekan atau diremas, nyeri menjalar dari dada ke lengan, punggung, leher, dan rahang, berlangsung lebih dari 15 menit, ataupun disertai keluhan mual, muntah, sesak napas, dan berkeringat",a,a,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Umumnya nyeri dada kiri yang merupakan tanda gawat darurat, jika disertai dada yang terasa tertekan atau diremas, nyeri menjalar dari dada ke lengan, punggung, leher, dan rahang, berlangsung lebih dari 15 menit, ataupun disertai keluhan mual, muntah, sesak napas, dan berkeringat",umumnya nyeri dada kiri yang merupakan tanda gawat darurat jika disertai dada yang terasa tertekan atau diremas nyeri menjalar dari dada ke lengan punggung leher dan rahang berlangsung lebih dari 15 menit ataupun disertai keluhan mual muntah sesak napas dan berkeringat,nyeri dada kiri tanda gawat darurat disertai dada tertekan diremas nyeri menjalar dada lengan punggung leher rahang 15 menit disertai keluhan mual muntah sesak napas berkeringat
412,413,68,"Namun, jika kekambuhan keluhan yang anda alami saat ini sangat membuat tidak nyaman hingga mengganggu aktivitas, maka anda dapat memeriksakan diri dengan dokter ataupun melakukan medical check up, jika nantinya tidak didapati bukti adanya penyakit fisik, maka bisa saja keluhan anda dipengaruhi oleh kondisi psikis tertentu",a,a,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Namun, jika kekambuhan keluhan yang anda alami saat ini sangat membuat tidak nyaman hingga mengganggu aktivitas, maka anda dapat memeriksakan diri dengan dokter ataupun melakukan medical check up, jika nantinya tidak didapati bukti adanya penyakit fisik, maka bisa saja keluhan anda dipengaruhi oleh kondisi psikis tertentu",namun jika kekambuhan keluhan yang anda alami saat ini sangat membuat tidak nyaman hingga mengganggu aktivitas maka anda dapat memeriksakan diri dengan dokter ataupun melakukan medical check up jika nantinya tidak didapati bukti adanya penyakit fisik maka bisa saja keluhan anda dipengaruhi oleh kondisi psikis tertentu,kekambuhan keluhan alami nyaman mengganggu aktivitas memeriksakan dokter medical check up didapati bukti penyakit fisik keluhan dipengaruhi kondisi psikis
413,414,68,"Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",demikian yang dapat kami sampaikan semoga bermanfaat terima kasih,semoga bermanfaat terima kasih
414,415,69,"Selamat siang, kenapa ya saat saya merasa cemas, gugup, gemetar tangan saya selalu berkeringat, apakah itu tanda-tanda saya punya penyakit jantung?",q,a,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Selamat siang, kenapa ya saat saya merasa cemas, gugup, gemetar tangan saya selalu berkeringat, apakah itu tanda-tanda saya punya penyakit jantung?",selamat siang kenapa ya saat saya merasa cemas gugup gemetar tangan saya selalu berkeringat apakah itu tanda-tanda saya punya penyakit jantung,selamat siang ya cemas gugup gemetar tangan berkeringat tanda-tanda penyakit jantung
415,416,70,Alo. Terimakasih sudah bertanya kepada Alodokter,a,a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alo. Terimakasih sudah bertanya kepada Alodokter,alo terimakasih sudah bertanya kepada alodokter,alo terimakasih alodokter
416,417,70,Penyakit jantung dapat disebabkan oleh berbagai hal,a,a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Penyakit jantung dapat disebabkan oleh berbagai hal,penyakit jantung dapat disebabkan oleh berbagai hal,penyakit jantung disebabkan
417,418,70,"Berbagai macam penyakit jantung meliputi Penyakit arteri koroner (penyakit jantung koroner), Aritmia (Gangguan irama jantung), Penyakit jantung bawaan (Kelainan jantung sejak lahir), Kardiomiopati(Gangguan pada otot jantung), Infeksi jantung (Akibat bakteri/ virus/ parasit), Penyakit katup jantung",a,a,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Berbagai macam penyakit jantung meliputi Penyakit arteri koroner (penyakit jantung koroner), Aritmia (Gangguan irama jantung), Penyakit jantung bawaan (Kelainan jantung sejak lahir), Kardiomiopati(Gangguan pada otot jantung), Infeksi jantung (Akibat bakteri/ virus/ parasit), Penyakit katup jantung",berbagai macam penyakit jantung meliputi penyakit arteri koroner penyakit jantung koroner aritmia gangguan irama jantung penyakit jantung bawaan kelainan jantung sejak lahir kardiomiopatigangguan pada otot jantung infeksi jantung akibat bakteri virus parasit penyakit katup jantung,penyakit jantung meliputi penyakit arteri koroner penyakit jantung koroner aritmia gangguan irama jantung penyakit jantung bawaan kelainan jantung lahir kardiomiopatigangguan otot jantung infeksi jantung akibat bakteri virus parasit penyakit katup jantung
418,419,70,"Penanganan penyakit jantung sangat tergantung dari penyebab, bisa berupa obat jantung maupun perubahan gaya hidup termasuk pola makan dan olahraga yang disesuaikan kondisi medis",a,a,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Penanganan penyakit jantung sangat tergantung dari penyebab, bisa berupa obat jantung maupun perubahan gaya hidup termasuk pola makan dan olahraga yang disesuaikan kondisi medis",penanganan penyakit jantung sangat tergantung dari penyebab bisa berupa obat jantung maupun perubahan gaya hidup termasuk pola makan dan olahraga yang disesuaikan kondisi medis,penanganan penyakit jantung tergantung penyebab obat jantung perubahan gaya hidup pola makan olahraga disesuaikan kondisi medis
419,420,70,Terkait pertanyaan anda: Gejala penyakit jantung tergantung dari penyebabnya,a,a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Terkait pertanyaan anda: Gejala penyakit jantung tergantung dari penyebabnya,terkait pertanyaan anda gejala penyakit jantung tergantung dari penyebabnya,terkait gejala penyakit jantung tergantung penyebabnya
420,421,70,"Semisal gejala penyakit jantung koroner yaitu nyeri dada, sesak napas, lemas",a,a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Semisal gejala penyakit jantung koroner yaitu nyeri dada, sesak napas, lemas",semisal gejala penyakit jantung koroner yaitu nyeri dada sesak napas lemas,gejala penyakit jantung koroner nyeri dada sesak napas lemas
421,422,70,Tangan selalu berkeringatdapat merupakan tanda daripertandaprimary focal hyperhidrosis,a,a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Tangan selalu berkeringatdapat merupakan tanda daripertandaprimary focal hyperhidrosis,tangan selalu berkeringatdapat merupakan tanda daripertandaprimary focal hyperhidrosis,tangan berkeringatdapat tanda daripertandaprimary focal hyperhidrosis
422,423,70,"Telapak tangan berkeringat dapat merupakan kondisi normal jika kelenjar keringatterstimulasi oleh saraf apabila seseorang emosional (terlalu bersemangat, gugup, dan takut atau cemas), banyak bergerak,kepanasan, atau makan makanan pedas",a,a,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,"Telapak tangan berkeringat dapat merupakan kondisi normal jika kelenjar keringatterstimulasi oleh saraf apabila seseorang emosional (terlalu bersemangat, gugup, dan takut atau cemas), banyak bergerak,kepanasan, atau makan makanan pedas",telapak tangan berkeringat dapat merupakan kondisi normal jika kelenjar keringatterstimulasi oleh saraf apabila seseorang emosional terlalu bersemangat gugup dan takut atau cemas banyak bergerakkepanasan atau makan makanan pedas,telapak tangan berkeringat kondisi normal kelenjar keringatterstimulasi saraf emosional bersemangat gugup takut cemas bergerakkepanasan makan makanan pedas
423,424,70,"Cara menangani tangan selalu berkeringat diantaranya yaitu menghindari pencetus, menggunakan produk mengandung aluminum chloride, menggunakan teknik relaksasi, secara medis (obat-obatan, suntik botox, lonthoporesis, operasi)",a,a,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Cara menangani tangan selalu berkeringat diantaranya yaitu menghindari pencetus, menggunakan produk mengandung aluminum chloride, menggunakan teknik relaksasi, secara medis (obat-obatan, suntik botox, lonthoporesis, operasi)",cara menangani tangan selalu berkeringat diantaranya yaitu menghindari pencetus menggunakan produk mengandung aluminum chloride menggunakan teknik relaksasi secara medis obat-obatan suntik botox lonthoporesis operasi,menangani tangan berkeringat menghindari pencetus produk mengandung aluminum chloride teknik relaksasi medis obat-obatan suntik botox lonthoporesis operasi
424,425,70,"Apabila anda ragu terkait keluhan tangan anda yang sering berkeringat, maka anda dapat mengkonsultasikan lebih lanjut pada dokter untuk mendapatkan penanganan yang tepat",a,a,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Apabila anda ragu terkait keluhan tangan anda yang sering berkeringat, maka anda dapat mengkonsultasikan lebih lanjut pada dokter untuk mendapatkan penanganan yang tepat",apabila anda ragu terkait keluhan tangan anda yang sering berkeringat maka anda dapat mengkonsultasikan lebih lanjut pada dokter untuk mendapatkan penanganan yang tepat,ragu terkait keluhan tangan berkeringat mengkonsultasikan dokter penanganan
425,426,70,"Sementara anda dapat melakukan hal-hal sebagai berikut: Minum dan makan dengan pola gizi seimbang,Istirahat cukup dan rutin berolahraga disesuaikan dengan usia dan kondisi medis,Melakukan tenik relaksasi untuk mengatasi kecemasan,Tetap menjaga protokol kesehatan dan melakukan vaksinasi Covid-19",a,a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sementara anda dapat melakukan hal-hal sebagai berikut: Minum dan makan dengan pola gizi seimbang,Istirahat cukup dan rutin berolahraga disesuaikan dengan usia dan kondisi medis,Melakukan tenik relaksasi untuk mengatasi kecemasan,Tetap menjaga protokol kesehatan dan melakukan vaksinasi Covid-19",sementara anda dapat melakukan hal-hal sebagai berikut minum dan makan dengan pola gizi seimbangistirahat cukup dan rutin berolahraga disesuaikan dengan usia dan kondisi medismelakukan tenik relaksasi untuk mengatasi kecemasantetap menjaga protokol kesehatan dan melakukan vaksinasi covid-19,hal-hal minum makan pola gizi seimbangistirahat rutin berolahraga disesuaikan usia kondisi medismelakukan tenik relaksasi mengatasi kecemasantetap menjaga protokol kesehatan vaksinasi covid-19
426,427,70,Sekian informasi yang dapat saya berikan. Semoga membantu. Salam sehat dan sukses selalu.,a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sekian informasi yang dapat saya berikan. Semoga membantu. Salam sehat dan sukses selalu.,sekian informasi yang dapat saya berikan semoga membantu salam sehat dan sukses selalu,sekian informasi semoga membantu salam sehat sukses
427,428,71,saya memiliki anak dengan jantung bocor sekitar 4mm-5mm. dan usianya sekarang sudah 18 bulan,q,a,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,saya memiliki anak dengan jantung bocor sekitar 4mm-5mm. dan usianya sekarang sudah 18 bulan,saya memiliki anak dengan jantung bocor sekitar 4mm-5mm dan usianya sekarang sudah 18 bulan,memiliki anak jantung bocor 4mm-5mm usianya 18
428,429,71,"untuk segala jenis gejala,seperti membiru pada bibir, berat badan tidak naik, tubuh lemas dan sebagainya, tidak dirasakan oleh anak saya",q,a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"untuk segala jenis gejala,seperti membiru pada bibir, berat badan tidak naik, tubuh lemas dan sebagainya, tidak dirasakan oleh anak saya",untuk segala jenis gejalaseperti membiru pada bibir berat badan tidak naik tubuh lemas dan sebagainya tidak dirasakan oleh anak saya,jenis gejalaseperti membiru bibir berat badan tubuh lemas dirasakan anak
429,430,71,"anak saya minum susu tidak tersedak ato ngos2 an,berat badan anak saya tiap bulan tetap naik,dan tidak membiru pada bibir,seperti anak normal",q,a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anak saya minum susu tidak tersedak atau ngos2 an,berat badan anak saya tiap bulan tetap naik,dan tidak membiru pada bibir,seperti anak normal",anak saya minum susu tidak tersedak atau ngos2 anberat badan anak saya tiap bulan tetap naikdan tidak membiru pada bibirseperti anak normal,anak minum susu tersedak ngos2 anberat badan anak naikdan membiru bibirseperti anak normal
430,431,71,apakah ada kemungkinan bisa tutup sendiri jantung bocornya ?,q,a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,apakah ada kemungkinan bisa tutup sendiri jantung bocornya ?,apakah ada kemungkinan bisa tutup sendiri jantung bocornya ,tutup jantung bocornya
431,432,72,"Halo, terima kasih sudah bertanya di Alodokter",a,a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Halo, terima kasih sudah bertanya di Alodokter",halo terima kasih sudah bertanya di alodokter,halo terima kasih alodokter
432,433,72,"Penyebab jantung bocor pada anak anak atau bayi disebabkankarena lubang antara dinding di ruang kiri dan kanan jantung tidak tertutup sempurna sebagaimana mestinya, walaupun ada juga anak-anak yang memiliki gangguan pada katup jantung",a,a,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Penyebab jantung bocor pada anak anak atau bayi disebabkankarena lubang antara dinding di ruang kiri dan kanan jantung tidak tertutup sempurna sebagaimana mestinya, walaupun ada juga anak-anak yang memiliki gangguan pada katup jantung",penyebab jantung bocor pada anak anak atau bayi disebabkankarena lubang antara dinding di ruang kiri dan kanan jantung tidak tertutup sempurna sebagaimana mestinya walaupun ada juga anak-anak yang memiliki gangguan pada katup jantung,penyebab jantung bocor anak anak bayi disebabkankarena lubang dinding ruang kiri kanan jantung tertutup sempurna mestinya anak-anak memiliki gangguan katup jantung
433,434,72,Pada beberapa anak ada yang mengalami PFO / patent foramen ovale yaitu suatu kondisi ketika lubang antara serambi kiri dan kanan jantung tidak tertutup meskipun normalnya sesaat setelah dilahirkan lubang ini akan menutup sendiri,a,a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Pada beberapa anak ada yang mengalami PFO / patent foramen ovale yaitu suatu kondisi ketika lubang antara serambi kiri dan kanan jantung tidak tertutup meskipun normalnya sesaat setelah dilahirkan lubang ini akan menutup sendiri,pada beberapa anak ada yang mengalami pfo  patent foramen ovale yaitu suatu kondisi ketika lubang antara serambi kiri dan kanan jantung tidak tertutup meskipun normalnya sesaat setelah dilahirkan lubang ini akan menutup sendiri,anak mengalami pfo patent foramen ovale kondisi lubang serambi kiri kanan jantung tertutup normalnya dilahirkan lubang menutup
434,435,72,"Pada sebagian besar kasus PFO tidak menimbulkan keluhan atau tanda tanda gejala khusus namun pada beberapa kasus yang jarang bisa saja bayi dengan PFO bisa menunjukkan gejala kulit menjadi biru ketika menangis / buang air besar, lemas, tidak kuat menyusu apalagi bila disertai dengan penyakit jantung bawaan",a,a,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Pada sebagian besar kasus PFO tidak menimbulkan keluhan atau tanda tanda gejala khusus namun pada beberapa kasus yang jarang bisa saja bayi dengan PFO bisa menunjukkan gejala kulit menjadi biru ketika menangis / buang air besar, lemas, tidak kuat menyusu apalagi bila disertai dengan penyakit jantung bawaan",pada sebagian besar kasus pfo tidak menimbulkan keluhan atau tanda tanda gejala khusus namun pada beberapa kasus yang jarang bisa saja bayi dengan pfo bisa menunjukkan gejala kulit menjadi biru ketika menangis  buang air besar lemas tidak kuat menyusu apalagi bila disertai dengan penyakit jantung bawaan,pfo menimbulkan keluhan tanda tanda gejala khusus jarang bayi pfo gejala kulit biru menangis buang air lemas kuat menyusu disertai penyakit jantung bawaan
435,436,72,"Untuk memastikan kondisi anak Anda tentunya harus dilakukan pemeriksaan dokter secara langsung, dengan pemeriksaan yang rutin maka bisa memantau kondisi anak Anda",a,a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Untuk memastikan kondisi anak Anda tentunya harus dilakukan pemeriksaan dokter secara langsung, dengan pemeriksaan yang rutin maka bisa memantau kondisi anak Anda",untuk memastikan kondisi anak anda tentunya harus dilakukan pemeriksaan dokter secara langsung dengan pemeriksaan yang rutin maka bisa memantau kondisi anak anda,kondisi anak pemeriksaan dokter langsung pemeriksaan rutin memantau kondisi anak
